id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
62jkDufu2GerHd9B5yw32u,Mágoa de Boiadeiro,29,250160,0,['Sérgio Reis'],['0cSC1GvvgLumHovn2rgSHj'],1978,0.588,0.581,2,-6.332999999999999,1,0.0358,0.332,0,0.146,0.5539999999999999,73.745,4
2KC3sS3gmj1TuudtsTFUhL,Montserrate,9,203627,0,"['Héctor Lavoe', 'Yomo Toro', 'Daniel Santos']","['7opp16lU7VM3l2WBdGMYHP', '112OOUPY3pq7Hr35s3po6E', '6ZBL7tzXJCtsYfHVHozmM2']",1979-01-01,0.6779999999999999,0.779,8,-4.084,1,0.142,0.797,0.00002,0.2,0.97,102.99799999999999,4
7KLCySsBEicO7RGiWy2qmO,Llueve Sobre Mojado,32,158133,0,['Camilo Sesto'],['2Cy7KBSkqu7otJfuMTWT7Y'],1981-04-01,0.34700000000000003,0.39399999999999996,0,-16.401,1,0.0919,0.6509999999999999,0,0.65,0.9440000000000001,176.468,4
0p6wGaIcp8eN72Naz49VIh,Taking Too Long,28,187200,0,['Wipers'],['0sTTw3dw3EA0c7NaZnrJd2'],1981-05-17,0.586,0.846,2,-3.787,1,0.0316,0.258,0.0113,0.0745,0.654,77.60300000000001,4
1eUbPqFmOHR7aZTp3ZTonr,Kapitel 14 - Auf dem Hexenberg (Folge 018),36,58922,0,['Bibi Blocksberg'],['3t2iKODSDyzoDJw7AsD99u'],1984,0.428,0.609,5,-10.697000000000001,1,0.109,0.8809999999999999,0.0358,0.41200000000000003,0.37200000000000005,88.685,4
1nbcWlkAXc0vSsl3LTjqYx,Vak The Rock,34,219773,0,['MFÖ'],['2jbrqAuwSdvwcMTbtvncND'],1986,0.598,0.945,2,-9.392999999999999,1,0.055999999999999994,0.196,0.000020600000000000003,0.0155,0.915,171.847,4
2pQDZveizhKKFAuxFBHbXj,Ooh La La In L.A,39,231733,0,['Slade'],['10n5lhNDoSMUHWLlnST1yw'],1987-04-27,0.535,0.955,2,-5.215,1,0.0594,0.0018100000000000002,0,0.0738,0.888,137.988,4
7Jgz1CgFVfBmtYJ1lc0UXa,Rhythm of Love,39,292173,0,['Yes'],['7AC976RDJzL2asmZuz7qil'],1987-09-15,0.5720000000000001,0.8340000000000001,2,-5.754,1,0.0348,0.0405,0.00046100000000000004,0.139,0.34299999999999997,124.508,4
6PBypGCUG0VxL6mizL8yl3,Ute til lunch - 2011 Remastered Version,31,277000,0,['Ute Til Lunch'],['6ot33jTzDS9vvgOOaNtJHD'],1988,0.812,0.958,3,-5.778,0,0.0628,0.295,0.000010300000000000001,0.0567,0.965,115.007,4
16FsVAyuUmPyZrVYNx6qIM,Bajo la Sombra de Jehova,27,221472,0,['Pahola Marino'],['02XevGNldVqgP7NJwXug6v'],1988-07-01,0.518,0.5820000000000001,2,-9.704,1,0.0308,0.128,0.0000428,0.0713,0.867,207.79,4
6fhM1k6uoPvz5Vd2KaWjnA,Te Conozco Bien,57,314440,0,['Marc Anthony'],['4wLXwxDeWQ8mtUIRPxGiD6'],1995-01-01,0.469,0.706,11,-6.93,0,0.0607,0.653,0,0.544,0.752,87.72,4
1G0q6mPYI7P5dT2KUG5D4E,Strawberry Fields Forever - Remasterizado 2008,44,257000,0,['Los Fabulosos Cadillacs'],['2FS22haX3FYbyOsUAkuYqZ'],1995-06-18,0.743,0.769,9,-7.587999999999999,1,0.0501,0.087,0.00074,0.0638,0.8320000000000001,118.29299999999999,4
4Vhevan9KaZqZKsVMQH9ik,Trouble,40,334040,0,['Damian Marley'],['3QJzdZJYIAcoET1GcfpNGi'],1996,0.7440000000000001,0.551,7,-8.887,1,0.098,0.10099999999999999,0.00000581,0.205,0.575,81.96600000000001,4
1eLr5VaRQoh5J96j38CAUs,El Carate,4,210548,0,['Yin Carrizo Y Su Conjunto Viva Panama'],['2XaIzUp5SAZY9qKh4ECZlk'],1996-07-05,0.625,0.418,11,-10.821,0,0.135,0.47600000000000003,0.000175,0.0516,0.9540000000000001,88.794,4
1A77GFUHMnQW1U6Z9pejg1,Es Mi Mujer,47,303307,0,['Tito Rojas'],['2kgCV0fFS0wt3q6M5B39nH'],1997,0.742,0.56,10,-6.432,1,0.0366,0.48700000000000004,0,0.0602,0.718,88.527,4
4xZiEHqOuDg0wg20XD0i6v,Brindaremos por él,30,215707,0,['Massiel'],['7gAcNqHWOMnqnsTBjq7v0T'],1997-02-17,0.34600000000000003,0.426,3,-10.436,1,0.0603,0.522,0,0.16899999999999998,0.40700000000000003,64.44800000000001,4
3t7E1ZrqjIH6xGtSq3gMj9,El Amor De Mi Tierra,47,205067,0,['Carlos Vives'],['4vhNDa5ycK0ST968ek7kRr'],1999-01-01,0.6559999999999999,0.8340000000000001,7,-7.516,1,0.0422,0.368,0,0.0881,0.9620000000000001,164.079,4
2Sa2PO9h0NQvbQdS2SZ2J2,Intro (En Vivo),24,52587,0,['Son Miserables'],['7ajtzRcclImDpefiYRCigd'],2000-12-01,0.389,0.188,7,-13.936,1,0.0412,0.86,0,0.156,0.324,105.928,3
3bpqoOSDwdaK003DPMvDJQ,Soledad,52,285547,0,['La-33'],['1Y2yzHPbBWZouNYTOGFq7u'],2004-12-04,0.823,0.753,8,-4.671,1,0.0514,0.75,0,0.0595,0.8959999999999999,95.045,4
4KlnHq8kW2k1RisegiOg0I,Romie,52,229027,0,['Beenie Man'],['4L3GTE04bW5N7azA9QPhjA'],2005-01-01,0.727,0.613,4,-7.242999999999999,0,0.314,0.000256,0,0.0908,0.716,121.084,5
4tVeDEytCeyeWmLrZdktGK,Cada Mañana,49,233840,0,['Reik'],['0vR2qb8m9WHeZ5ByCbimq2'],2007-06-29,0.5720000000000001,0.449,9,-5.517,1,0.0272,0.431,0,0.11900000000000001,0.435,147.98,4
7qvYcj9Z6w95bKl70oybLP,Veronica - En Vivo,45,320613,0,['Caramelos De Cianuro'],['34OLInsXImlQpjzmQw9Wd3'],2008,0.34700000000000003,0.9009999999999999,7,-4.694,1,0.0967,0.0179,0.00000186,0.9359999999999999,0.465,175.00099999999998,4
1bM0x8bPWWU7PO63Cg6PbT,Y en un Espejo Vi,51,258900,0,['Canserbero'],['1wGIhYkKWSq4yACtTkCkSX'],2012,0.607,0.8759999999999999,4,-5.113,0,0.192,0.6970000000000001,0.00000652,0.36200000000000004,0.792,91.06700000000001,4
2mIoPDYldAD7tctsGmmA45,Si Estoy Contigo,57,251013,0,"['Alex Campos', 'Barak']","['6slyJwua5e5GuhuP82sTHR', '2IzxJqK9NbSIdw7rQVW03P']",2015-05-27,0.818,0.769,0,-4.6419999999999995,0,0.0329,0.375,0,0.171,0.7440000000000001,129.034,4
6p3yxt0uJJshAS3CT0znQg,Tú Sí Sabes Quererme (feat. Los Macorinos),66,244933,0,"['Natalia Lafourcade', 'Los Macorinos']","['1hcdI2N1023RvSwLzTtdsp', '1ldFRYgmjxDrX27bIe3dWx']",2017-05-05,0.664,0.46,1,-10.974,0,0.105,0.782,0.00000319,0.17600000000000002,0.7929999999999999,170.05700000000002,4
3D5uEBD0cAEGZGUo5j9045,Todavia,75,205360,0,['La Factoria'],['4VsbQvC84B8Z3IsBY1HLQy'],2019-09-06,0.774,0.91,10,-3.3710000000000004,1,0.0569,0.0803,0.000168,0.0908,0.65,113.307,4
1NIjgPyl0YXdzYMYAl7aDl,Me Olvide De Mi,33,320174,0,"['Manuel y Abdiel', 'Los Consentidos']","['3K5FKIoSYriaWxIiRnHrwv', '2lLOHA4sUoNnXrrm9eddNW']",2019-12-21,0.63,0.9309999999999999,5,-1.193,1,0.0536,0.235,0,0.0788,0.779,99.476,4
3eB9M6owEHwk4nNrZRNUwd,Mi Persona Favorita,66,239972,0,"['Alejandro Sanz', 'Camila Cabello']","['5sUrlPAHlS9NEirDB8SEbF', '4nDoRrQiYLoBzwC5BhVJzF']",2019-03-28,0.5820000000000001,0.659,8,-7.511,1,0.114,0.5429999999999999,0,0.0656,0.583,155.957,4
5yKLkZYfdNDqqS4W6zgV8f,Gasolina,12,172867,0,['Daddy Yankee'],['4VMYDCV2IEDYJArk749S6m'],2021-04-02,0.863,0.7809999999999999,0,-6.274,1,0.0626,0.281,0,0.0806,0.8140000000000001,96.00200000000001,4
3FzJAtk1TnBDfigzfGbKoe,Swanee shore,0,188787,0,"['Ben Bernie', 'Ben Bernie & His Orchestra']","['0vyum03ql08P3tAvy1vCxC', '5HOzq7et69WsiVJbZDALBp']",1930-01-01,0.779,0.385,10,-9.905,1,0.0753,0.987,0.462,0.0932,0.867,106.065,4
1TnIZqJYpNbrHajVl1rGpw,Hyljätty rakkaus,0,156407,0,['Maire Ojonen'],['0N0IZSdY4QO9ZOOFrTNpik'],1955,0.28600000000000003,0.21899999999999997,3,-14.659,1,0.0335,0.992,0.0291,0.111,0.177,132.464,5
6pBOtv4FU80xJ95ZTG4eWZ,Uutta ja vanhaa 12 - FoksiSikermä,1,170940,0,"['Tamara Hramova', 'Kauko Käyhkö']","['5jKvLa2aBFMLab1EVwsewx', '0Av5HZIx4Cl0sIhNsFoIkU']",1956,0.693,0.386,9,-10.824000000000002,0,0.0659,0.972,0.856,0.09300000000000001,0.9079999999999999,117.823,4
4UJ2ptdS618li30fRw3NsY,Red River Rock - Rock Version of 'Red River Valley',42,138200,0,['Johnny & The Hurricanes'],['5sgpmIi6mJNrm3fs3swCa7'],1959-01-01,0.33299999999999996,0.736,11,-14.198,1,0.0656,0.636,0.00161,0.15,0.7959999999999999,151.166,4
3eA1ZorZIx76Kq1IPe5l79,Kotini,11,130733,0,['Pikku-Tupu'],['5YzpXZQZUJbAhhxOCqqHpj'],1959,0.33299999999999996,0.0424,0,-16.789,1,0.0393,0.9640000000000001,0,0.127,0.423,78.206,4
1Rx1jrnC21huWzDjlgmhif,Va' e' de' där,13,173693,0,['Monica Zetterlund'],['7mvvG63CNSY93JWAJ37rnD'],1962-04-03,0.508,0.475,0,-8.705,1,0.0597,0.6890000000000001,0,0.21899999999999997,0.495,112.116,4
5A5Z9hlwRWWPsyxh7OQolY,Lauantai - Saturday,1,164147,0,"['Laila', 'Ritva Kinnunen']","['5OdXHqcfr9ei7COMweQ10q', '7gpmMeNbhaU4PPgudwCCQs']",1962,0.6609999999999999,0.307,7,-13.057,1,0.0407,0.846,0,0.133,0.8590000000000001,119.196,4
3O93wRSwqEUTsa11dry0Wb,For Heaven's Sake,22,225760,0,['McCoy Tyner'],['2EsmKkHsXK0WMNGOtIhbxr'],1963,0.5720000000000001,0.14400000000000002,8,-19.005,1,0.0436,0.958,0.917,0.12,0.13699999999999998,67.958,4
0ghG7p7YPj62nLq7RhbBby,Unchain My Heart,2,167186,0,['The Renegades'],['4qXjFOYpaoFkXTiAnDaeCm'],1965,0.625,0.899,6,-4.56,1,0.174,0.56,0.000726,0.0633,0.865,90.081,4
2CPrBC6RfgD48Aq2wxEd8y,Okolona River Bottom Band,6,190266,0,['Kirka'],['1RJAalQs0oU7mC5krUYvrO'],1969,0.7509999999999999,0.516,10,-9.203,1,0.0322,0.42700000000000005,0.000135,0.0825,0.7809999999999999,117.40100000000001,4
3MFWPRUDdS1NfDUxo9qt0t,Kasvoton Kuolema,21,141107,0,['Suomen Talvisota 1939-1940'],['1RDwkm5fE7Nij6sRZU42y3'],1970,0.568,0.705,11,-7.777,1,0.10800000000000001,0.414,0,0.0953,0.6940000000000001,129.151,4
5IeYWIICGoL0ibn8QxXsRl,Mors lilla lathund,43,94107,0,"['Astrid Lindgren', 'Pippi Långstrump']","['3MDsnjqnEd5TJaYsuacX1I', '7bb7LMk1Jzrvxr1U9r9uvx']",1970-01-01,0.6,0.58,10,-6.627000000000001,1,0.0306,0.5539999999999999,0,0.24600000000000002,0.6679999999999999,88.069,4
0AmM6L2QwW2UwUejCIXooi,Tuulen tie,13,176133,0,['Kai Hyttinen'],['6e1ZbqXgXZU5V4X2tYSAMh'],1970,0.59,0.594,2,-7.553999999999999,1,0.0234,0.6829999999999999,0,0.115,0.925,98.382,4
3nr5knI35dqBECTRUSECPH,Grand Hotel,33,368560,0,['Procol Harum'],['0GbqW5TJr7n4is453VOY4C'],1973-01-01,0.289,0.509,7,-8.892999999999999,1,0.0379,0.18100000000000002,0.305,0.14400000000000002,0.17800000000000002,116.595,4
0pNGoEDLxUYWCQCItVDAYY,Sibelius : Finlandia-hymni,25,130453,0,"['Jean Sibelius', 'YL Male Voice Choir', 'Matti Hyokki']","['7jzR5qj8vFnSu5JHaXgFEr', '6OQyzD3LR9BaWuwGUY7cXE', '5u2XRlhGj211UpA7s12odG']",1977,0.20199999999999999,0.0185,8,-26.951,1,0.0436,0.9890000000000001,0.000194,0.111,0.0722,125.309,5
14jdRBFspqDXqsOHEXVUI2,"Here Today, Gone Tomorrow - 2017 Remaster",29,169560,0,['Ramones'],['1co4F2pPNH8JjTutZkmgSm'],1977-11-04,0.501,0.872,6,-1.837,0,0.0344,0.0664,0.00000122,0.0656,0.255,118.59100000000001,4
6EXBdYeahrB3OrHXvGq4gr,Mörri-möykky,6,127893,0,['Ryhmä Tapiolan Yhteiskoulun oppilaita'],['5xwBFBaEb3n3ItVZFQJEDb'],1979,0.537,0.624,4,-8.847999999999999,1,0.0264,0.7759999999999999,0,0.161,0.9079999999999999,101.936,4
361NH7m8oUNYi8NLgVAAD3,Puhtoiset,12,188467,0,['Eppu Normaali'],['6KbCFHgM4basg1TvK3oEzv'],1980,0.436,0.932,9,-5.016,1,0.0432,0.0455,0.0000605,0.29,0.792,193.437,4
5r6ADOcMFbdo5VSgTmjXfw,The Eternal - 2020 Digital Master,35,367280,0,['Joy Division'],['432R46LaYsJZV2Gmc4jUV5'],1980-07-18,0.512,0.488,2,-13.470999999999998,1,0.0477,0.7390000000000001,0.073,0.0749,0.321,109.931,4
0y8Yllj8MWpFbbGbTV9mYZ,"スウェアー - Live at Chuo Kaikan Hall, Tokyo, Feb. 1982",33,407840,0,['CASIOPEA'],['0lRXEutklZUeNdWIJA1NI0'],1982,0.595,0.779,4,-9.923,0,0.039,0.0423,0.436,0.467,0.7559999999999999,92.905,4
5Dl98jL5bgWz8Ou8SxqQbD,Armageddon,31,150947,0,['Bathory'],['6rBvjnvdsRxFRSrq1StGOM'],1984-01-01,0.21899999999999997,0.774,1,-8.904,0,0.0823,0.00000135,0.943,0.19399999999999998,0.273,95.06200000000001,4
5wQ6zZPJnqI9DAXv4qcRjL,MTV-Get Off the Air,36,217387,0,['Dead Kennedys'],['30U8fYtiNpeA5KH6H87QUV'],1985-12-21,0.35,0.8390000000000001,6,-6.186,1,0.21600000000000003,0.0414,0,0.0868,0.655,145.385,4
5stbChMbLFW8oQ37iQqyfr,Look Around,16,206400,0,['Smack'],['5V8KEnS97xRlTJCYl4AXaF'],1987-01-01,0.493,0.77,9,-7.0889999999999995,1,0.0409,0.0884,0.00000282,0.0953,0.619,147.55200000000002,4
66QwmGPVzRZRroovq8VpdG,Torn To Pieces,31,216000,0,['Death'],['4f5V3PQ66nIrBCqugJtaGn'],1987,0.235,0.89,4,-8.879,0,0.0852,0.00000151,0.746,0.12300000000000001,0.35200000000000004,122.335,4
4kcejibduwcNHEv1zHvZYj,Sleepless Nights,36,305933,0,['King Diamond'],['5i0ph60TnwTlIGrOZAmcZa'],1989,0.38299999999999995,0.662,9,-13.915999999999999,0,0.0399,0.0235,0.152,0.33,0.625,142.439,4
4dX1ZYtWTxaSBf2mMpvc6g,Deeper Understanding,35,286227,0,['Kate Bush'],['1aSxMhuvixZ8h9dK9jIDwL'],1989,0.498,0.43700000000000006,5,-16.838,1,0.0359,0.418,0.348,0.40299999999999997,0.539,155.77100000000002,4
1aSGE7H6pkelrCmdzMquEg,Five Magics,36,342827,0,['Megadeth'],['1Yox196W7bzVNZI7RBaPnf'],1990-01-01,0.258,0.9279999999999999,9,-10.857999999999999,0,0.315,0.0115,0.439,0.307,0.19899999999999998,174.65,4
1w4QHfPSlAoDD32pYjTSTV,Karhunpoika Sairastaa,17,172440,0,['Ti-Ti Nalle'],['4Zml6rzsSiVkfIIWJh6EWX'],1991,0.521,0.0511,9,-15.709000000000001,1,0.0319,0.9390000000000001,0.00182,0.0902,0.368,111.90799999999999,4
3wRIu4GKbiOXIsENIvhxH6,Kuin häkkilintu,10,209200,0,['Arja Koriseva'],['2SHCkjATdUxGT429Uw4JPy'],1991-11-01,0.753,0.578,9,-11.161,0,0.0278,0.21100000000000002,0,0.305,0.55,110.179,4
5owAVZk9hor57kh57TJBBy,The Idol,35,519987,0,['W.A.S.P.'],['3BVkDHWRvLJEyKdvhLbjsq'],1992,0.321,0.735,3,-8.714,0,0.12300000000000001,0.032,0.0264,0.924,0.19,130.547,4
5IZHpZCVn1GnoPlODpsfmx,Lost Wisdom,43,278173,0,['Burzum'],['7L6u6TyhjuwubrcojPeNgf'],1993,0.235,0.71,4,-7.075,0,0.0535,0.000242,0.8059999999999999,0.0642,0.182,134.746,4
13pUftu7SjTBLu17df3aVZ,Hän tahtoi tanssii,18,246640,0,['A. Aallon Rytmiorkesteri'],['6urxXvgHxBgyGCq1ngKFDa'],1994-04-10,0.485,0.332,7,-13.814,0,0.031,0.765,0.0000847,0.0953,0.314,144.509,4
3uTLCsicpc6SyYPEAFAEDr,Opettelen salaa,13,251440,0,['Aikakone'],['0NAdOnNnbIceBrlIVgNSxv'],1996-10-21,0.5429999999999999,0.809,0,-7.732,1,0.0304,0.0508,0.0349,0.11,0.24600000000000002,95.992,4
7FyuOzN1V1Whhyh46tPiWZ,Karma,44,198800,1,['Mood'],['2u2XHKuu3IWZvTvzXiciqu'],1997-10-28,0.48,0.573,1,-9.307,1,0.385,0.0545,0.00000205,0.0364,0.7559999999999999,177.158,4
0wpW2Q7oq2mZ4Mwy3azRbL,001,15,263760,0,['Apulanta'],['5kwthnxNdfnqGk0nL35wDC'],1998,0.501,0.9329999999999999,2,-4.433,1,0.0435,0.0008470000000000001,0.0000368,0.35600000000000004,0.636,125.803,4
7hOlSKoePmWlahcxBYHhOL,Lapin äidin kehtolaulu,14,201266,0,['Mirjam Helin'],['1LOIj6YhTItMop3RZvR7Me'],1998-10-06,0.17300000000000001,0.259,0,-12.880999999999998,0,0.0362,0.975,0.000129,0.28300000000000003,0.139,83.89299999999999,4
3ZDhn2sf82TpBWz0UsMago,Needled 24 / 7,38,249747,1,['Children Of Bodom'],['1xUhNgw4eJDZfvumIpcz1B'],2003,0.426,0.9209999999999999,0,-4.1530000000000005,1,0.0479,0.00000234,0.733,0.235,0.48100000000000004,96.039,4
3WtsQAngIkmcNeqVeK3fXQ,In My Time of Need,53,346733,0,['Opeth'],['0ybFZ2Ab08V8hueghSXm6E'],2003-04-22,0.47100000000000003,0.604,4,-6.013999999999999,0,0.0286,0.00161,0.154,0.166,0.187,137.388,4
3WjSknueyPj2el9g8CAhGr,Puutarhassa,26,205880,0,['Pekka Streng'],['0eF9IFJYqSy7fkQMlpyfht'],2003-01-01,0.597,0.789,7,-7.997999999999999,1,0.03,0.0148,0.0237,0.0638,0.951,144.855,4
23PKl7okYc0YH2jGOsDuoJ,Lattiaa pestään,23,209920,0,['Maija Vilkkumaa'],['4LhCodjo3UFI0Bu0ZYuOP5'],2003-03-03,0.337,0.84,2,-4.391,0,0.0419,0.0366,0,0.128,0.687,161.497,4
3heDtYcDUp5y2ykqjoChTj,I Like to Move It,54,179354,0,['Crazy Frog'],['4J3wzDMI97AlGimdiVcaLb'],2005-08-01,0.81,0.738,5,-5.547000000000001,0,0.0315,0.00873,0.00025499999999999996,0.0635,0.825,129.855,4
6QxQz4h8vdcVb9NZq2x8RO,Tony the Beat,41,192066,0,['The Sounds'],['0W2XAE5AnBWqcGNhfupEOU'],2006-03-15,0.715,0.7909999999999999,4,-3.076,0,0.0356,0.0106,0.000016,0.032,0.9490000000000001,128.19799999999998,4
5GjNzjD0gZOaaY4acdhxKc,September 5. October 21. 2007.,0,147520,0,['Years'],['3HBxI0UXjcgqw1xcBEaHWf'],2009-05-05,0.175,0.172,2,-13.363,0,0.0376,0.8059999999999999,0.0552,0.077,0.0621,119.95100000000001,4
7BGprWocWmRdWww8709Rd2,Ravistettava ennen käyttöä,45,216800,0,['Apulanta'],['5kwthnxNdfnqGk0nL35wDC'],2008-11-05,0.5579999999999999,0.934,4,-4.92,0,0.0709,0.000267,0.000215,0.0643,0.675,144.047,4
7Monot5eVH3RZuEa2tPzwf,Tie Ajatuksiin - 2012 - Remaster;,34,211347,0,['Neljä Ruusua'],['77ZNPUSoDjoqlD44N0yETT'],2012-01-01,0.655,0.847,6,-7.142,0,0.0342,0.0163,0.00028700000000000004,0.409,0.713,125.208,4
6NKYAtvlog03dun4qiP7ni,Faija Käyttää Napapaitaa,34,210194,0,['Vesterinen yhtyeineen'],['5VqqouYMb1I1IZHzEGqkMh'],2016-10-14,0.6990000000000001,0.764,0,-5.598,1,0.0368,0.0641,0,0.0422,0.444,124.89399999999999,4
6pstdjNL2P9I3XaWHL6EwR,Lihaa Ja Perunaa,45,205787,0,['Popeda'],['2bEPloIrEwXQwm9myrXW2P'],2017-03-17,0.494,0.852,6,-4.364,0,0.0505,0.00671,0.000252,0.0981,0.706,156.07,4
3dqe8FDx7F1yxNY4LldJ7R,Inside Out,54,188800,0,['ItaloBrothers'],['5nkYRuiIHg2xXHFC8bfosJ'],2018-08-24,0.6920000000000001,0.745,0,-3.556,0,0.0838,0.0671,0,0.0658,0.605,102.05799999999999,4
0eFX8guc47KwJMNiqwS7zo,Mikä kesä,40,125162,0,"['Seksikäs-Suklaa', 'Dosdela']","['2o2qKwPkfo0vDnyXnfgk0W', '06CXCogBen86umuvgqPkRA']",2019-07-05,0.7290000000000001,0.741,1,-6.361000000000001,0,0.0457,0.0295,0,0.23199999999999998,0.752,111.954,4
4T7pwuXZbEMhajcDqML7pb,Trouble,50,150000,0,['Camila Sander'],['51DQrZUpcyocpOd79J0dna'],2020-06-07,0.687,0.841,2,-7.292999999999999,1,0.0409,0.204,0.000395,0.0961,0.606,104.936,4
3QSLq0FOd1vd65qXJhrE8x,Ridder Lykke,49,215000,0,['Rocazino'],['62ytrJr6FZ6W1boNI1Y0O3'],1985-01-01,0.767,0.33399999999999996,3,-15.187000000000001,1,0.0348,0.39299999999999996,0,0.1,0.604,114.47,4
11k0SA7uDUbFYS1R1pWxXW,Spectrum (Say My Name) - Calvin Harris Remix,8,218190,0,"['Florence + The Machine', 'Calvin Harris']","['1moxjboGR7GNWYIMWsRjgG', '7CajNmpbOovFoOoasH2HaY']",2020-12-16,0.579,0.946,11,-3.85,0,0.0482,0.00225,0.00412,0.0966,0.588,126.088,4
06Hdbxh6NCy6TIhjdXTchB,Headlights (feat. Ilsey),61,209208,0,"['Robin Schulz', 'Ilsey']","['3t5xRXzsuZmMDkQzgOX35S', '2ZKzqJz3pPfWKVRgz9b39j']",2015-04-03,0.597,0.685,11,-6.371,1,0.0367,0.0245,0.000335,0.182,0.369,122.00200000000001,4
7rrghn2bQ2FbvT6Lb7XCQS,Black Rider,0,152081,0,['Richard M. Jones'],['6q9sbVwxiKGeoVXlZwLg3y'],1929,0.6509999999999999,0.289,3,-7.412000000000001,1,0.0394,0.993,0.193,0.0539,0.345,95.209,4
7u71zMiAsipqej5uC4qyfg,Hawaiian Kisses - 2015 Remastered version,1,197600,0,"['Daphne Walker', 'Georgie & Ann', 'Bill Wolfgramm & His Islanders']","['6zIgF3Vbl56bY39CCQb0ZV', '6lOnehfZdoGFwijnkgbY3C', '0CytQ3Egju2NUy3vXJjRPy']",1956-03-21,0.275,0.0788,10,-17.349,1,0.0331,0.983,0.00013700000000000002,0.235,0.111,65.848,3
6xKGzwTWxzmhNfENOzMAwd,A Nightingale Sang In Berkeley Square,9,222507,0,['Bud Powell'],['570vCzcespB48HIQyTbDO6'],1956-01-01,0.523,0.155,0,-18.918,0,0.0497,0.9940000000000001,0.9620000000000001,0.129,0.11599999999999999,134.828,4
1VwCY0KVd59dWQPBn4xzJ3,Lonesome Valley - 2005 Remaster,11,221040,0,['Nina Simone'],['7G1GBhoKtEPnP86X2PvEYO'],1961,0.627,0.47700000000000004,6,-9.646,1,0.0482,0.9690000000000001,0.00043099999999999996,0.147,0.614,164.299,4
6wVEbjqXLEzmSqFjr3dSZu,"Bye Bye Blackbird - Live at the Black Hawk, San Francisco, CA - April 21, 1961",11,586440,0,['Miles Davis'],['0kbYTNQb4Pb1rPbbaF0pT4'],1961-04-23,0.561,0.31,5,-15.196,1,0.0464,0.503,0.00044,0.51,0.652,140.504,4
2uoceOkD9JHttKkXVlXCt1,Blowin' In The Wind,21,226133,0,['Stevie Wonder'],['7guDJrEfX3qb6FEbdPA5qi'],1966-05-01,0.602,0.517,3,-8.633,1,0.0292,0.494,0,0.0341,0.779,105.007,4
1Ile82YQRu91XgKvhpF4Pl,Palestrina: Missa Papae Marcelli - 2g. Cum Sancto Spiritu,16,61071,0,"['The Tallis Scholars', 'Peter Phillips']","['3vENFkiF5PZRluBBtQiwcG', '3Yu1KWrCZ0X79c0BhryYPk']",1980-09-01,0,0.321,11,-18.713,1,0,0.996,0,0.0496,0,0,0
0L1jpFOYkr0ipyhBzMksM9,Peek-A-Boo,35,180733,0,['DEVO'],['0UKfenbZb15sqhfPC6zbt3'],1982,0.772,0.77,0,-11.888,1,0.0691,0.228,0.703,0.0923,0.7140000000000001,145.024,4
7AFhtPhy82KTvUA70gkotl,Injun Joe,21,198173,0,['The Johnnys'],['22iW5SFbxZVYcTiPiH1sSZ'],1986,0.486,0.6990000000000001,4,-9.199,0,0.0473,0.057,0.00606,0.0376,0.634,136.53799999999998,4
2L6S9Gy8p2WugDLdicIfGr,New Big Prinz,38,205933,0,['The Fall'],['6WoTvA9qinpHtSRJuldYh6'],1988-10-10,0.631,0.711,0,-11.591,0,0.0492,0.248,0.317,0.375,0.5710000000000001,141.565,4
0IloFL8WR5fHmZYyWiTLBd,Slave,51,253360,0,['James Reyne'],['4v0Hh2bdIAJnaUqAOipfYs'],1991,0.6729999999999999,0.489,5,-11.68,1,0.0263,0.0016300000000000002,0.000657,0.0365,0.851,108.98100000000001,4
5EwyzrFLXlcnPenrPQ9DlO,Exhausted,42,349893,0,['Foo Fighters'],['7jy3rLJdDQY21OgRLCZ9sD'],1995-07-04,0.192,0.977,7,-9.027000000000001,1,0.0932,0.0016,0.867,0.27,0.10800000000000001,120.652,4
48PrL49eJ5P15yTxjK0oW6,See You,45,146653,0,['Foo Fighters'],['7jy3rLJdDQY21OgRLCZ9sD'],1997-05-20,0.308,0.873,2,-6.47,1,0.067,0.0053,0.000020600000000000003,0.107,0.62,170.42,4
4Pd29XwNou8SVdjcoVR4WP,In Hiding,41,299733,0,['Pearl Jam'],['1w5Kfo2jwwIPruYS2UWh56'],1998-02-17,0.405,0.753,2,-7.0889999999999995,1,0.0294,0.00237,0.0000371,0.191,0.391,104.29,4
7xrh0bv7nRP1iytn5DYc7C,An Elegy For Baby Blue,2,145113,0,['The Wonder Years'],['0nq64XZMWV1s7XHXIkdH7K'],2013,0.44,0.935,11,-4.168,1,0.0731,0.000692,0,0.141,0.511,108.93700000000001,4
2ruw2Kq8lgyqwemZik9bUg,My Mom,54,319867,1,['Eminem'],['7dGJo4pcD2V6oG8kP0tJRR'],2009-05-15,0.812,0.88,1,-1.521,1,0.259,0.295,0,0.106,0.778,90.098,4
1qk9ujVgudgU8CyhKOx8ji,Somebody That I Used To Know,65,244893,0,"['Gotye', 'Kimbra']","['2AsusXITU8P25dlRNhcAbG', '6hk7Yq1DU9QcCCrz9uc0Ti']",2011-01-01,0.8640000000000001,0.515,0,-6.9670000000000005,1,0.0367,0.5710000000000001,0.0000792,0.0947,0.755,129.048,4
